config_id,hidden_width,train_paths,selected_checkpoint,metric,count,mean,std_dev,median,ci95_lower,ci95_upper
w8_n10000,8,10000,200,training_data_generation_runtime_s,10,0.029711247299974274,0.00092598662839778,0.029435932000069442,0.02904883637051343,0.030373658229435118
w8_n10000,8,10000,200,optimizer_cumulative_runtime_s,10,5.9104198610999905,0.19741569378464205,5.826786000000084,5.769197181204157,6.051642540995824
w8_n10000,8,10000,200,validation_tuning_overhead_runtime_s,10,0.4781862095000406,0.01641404500007008,0.47277010450011403,0.4664443090543272,0.489928109945754
w8_n10000,8,10000,200,ncv_setup_cost_s,10,5.940131108399965,0.19742233242914176,5.855977243500092,5.798903679503942,6.081358537295987
w8_n10000,8,10000,200,inference_runtime_per_observation_s,10,1.9907810199947564e-07,4.043489892478178e-09,1.9969364999724348e-07,1.9618556358066878e-07,2.019706404182825e-07
w8_n20000,8,20000,200,training_data_generation_runtime_s,10,0.06296964450004908,0.0020513329028481373,0.06292147900001055,0.06150220934155181,0.06443707965854634
w8_n20000,8,20000,200,optimizer_cumulative_runtime_s,10,11.199240884700043,0.2239693000331515,11.142624841500037,11.039022899195912,11.359458870204174
w8_n20000,8,20000,200,validation_tuning_overhead_runtime_s,10,0.4781862095000406,0.01641404500007008,0.47277010450011403,0.4664443090543272,0.489928109945754
w8_n20000,8,20000,200,ncv_setup_cost_s,10,11.262210529200093,0.22291066314409685,11.205606652000029,11.102749846905462,11.421671211494724
w8_n20000,8,20000,200,inference_runtime_per_observation_s,10,2.0023903400033306e-07,3.812971880380746e-09,1.986850099979165e-07,1.9751139823343073e-07,2.0296666976723539e-07
w16_n10000,16,10000,200,training_data_generation_runtime_s,10,0.029711247299974274,0.00092598662839778,0.029435932000069442,0.02904883637051343,0.030373658229435118
w16_n10000,16,10000,200,optimizer_cumulative_runtime_s,10,6.211480794800013,0.10963122296914513,6.183880278000061,6.133055342339025,6.289906247261001
w16_n10000,16,10000,200,validation_tuning_overhead_runtime_s,10,0.4781862095000406,0.01641404500007008,0.47277010450011403,0.4664443090543272,0.489928109945754
w16_n10000,16,10000,200,ncv_setup_cost_s,10,6.241192042099987,0.1096011306810573,6.214402032500061,6.1627881163651,6.319595967834875
w16_n10000,16,10000,200,inference_runtime_per_observation_s,10,2.3792570399973556e-07,6.182472109546591e-09,2.3746261999804117e-07,2.3350302988020037e-07,2.4234837811927075e-07
w16_n20000,16,20000,200,training_data_generation_runtime_s,10,0.06296964450004908,0.0020513329028481373,0.06292147900001055,0.06150220934155181,0.06443707965854634
w16_n20000,16,20000,200,optimizer_cumulative_runtime_s,10,11.871661190099939,0.17850206079955544,11.860032681999883,11.743968508176982,11.999353872022896
w16_n20000,16,20000,200,validation_tuning_overhead_runtime_s,10,0.4781862095000406,0.01641404500007008,0.47277010450011403,0.4664443090543272,0.489928109945754
w16_n20000,16,20000,200,ncv_setup_cost_s,10,11.93463083459999,0.17819322021010303,11.920699249499876,11.80715908392554,12.062102585274438
w16_n20000,16,20000,200,inference_runtime_per_observation_s,10,2.4737778999997317e-07,2.457132473308216e-08,2.3857096000028835e-07,2.2980052316331504e-07,2.649550568366313e-07
